hotel_id,room_floor_id,roomtype_id
14,306,room_type_2
14,406,room_type_5
14,207,room_type_1
14,307,room_type_2
14,407,room_type_5
14,208,room_type_1
14,308,room_type_2
14,408,room_type_5
14,209,room_type_1
14,309,room_type_2
14,409,room_type_5
15,200,room_type_1
15,300,room_type_2
15,400,room_type_6
15,201,room_type_1
15,301,room_type_2
15,401,room_type_6
15,202,room_type_1
15,302,room_type_2
15,402,room_type_6
15,203,room_type_1
15,303,room_type_2
15,403,room_type_6
15,204,room_type_1
15,304,room_type_2
15,404,room_type_6
15,205,room_type_1
15,305,room_type_2
15,405,room_type_6
15,206,room_type_1
15,306,room_type_2
15,406,room_type_6
15,207,room_type_1
15,307,room_type_2
15,407,room_type_6
15,208,room_type_1
15,308,room_type_2
15,408,room_type_6
15,209,room_type_1
15,309,room_type_2
15,409,room_type_6
16,200,room_type_1
16,300,room_type_2
16,400,room_type_5
16,201,room_type_1
16,301,room_type_2
16,401,room_type_5
16,202,room_type_1
16,302,room_type_2
16,402,room_type_5
16,203,room_type_1
16,303,room_type_2
16,403,room_type_5
16,204,room_type_1
16,304,room_type_2
16,404,room_type_5
16,205,room_type_1
16,305,room_type_2
16,405,room_type_5
16,206,room_type_1
16,306,room_type_2
16,406,room_type_5
16,207,room_type_1
16,307,room_type_2
16,407,room_type_5
16,208,room_type_1
16,308,room_type_2
16,408,room_type_5
16,209,room_type_1
16,309,room_type_2
16,409,room_type_5
17,200,room_type_1
17,300,room_type_2
17,400,room_type_6
17,201,room_type_1
17,301,room_type_2
17,401,room_type_6
17,202,room_type_1
17,302,room_type_2
17,402,room_type_6
17,203,room_type_1
17,303,room_type_2
17,403,room_type_6
17,204,room_type_1
17,304,room_type_2
17,404,room_type_6
17,205,room_type_1
17,305,room_type_2
17,405,room_type_6
17,206,room_type_1
17,306,room_type_2
17,406,room_type_6
17,207,room_type_1
17,307,room_type_2
17,407,room_type_6
17,208,room_type_1
17,308,room_type_2
17,408,room_type_6
17,209,room_type_1
17,309,room_type_2
17,409,room_type_6
18,200,room_type_1
18,300,room_type_2
18,400,room_type_3
18,201,room_type_1
18,301,room_type_2
18,401,room_type_3
18,202,room_type_1
18,302,room_type_2
18,402,room_type_3
18,203,room_type_1
18,303,room_type_2
18,403,room_type_3
18,204,room_type_1
18,304,room_type_2
18,404,room_type_3
18,205,room_type_1
18,305,room_type_2
18,405,room_type_3
18,206,room_type_1
18,306,room_type_2
18,406,room_type_3
18,207,room_type_1
18,307,room_type_2
18,407,room_type_3
18,208,room_type_1
18,308,room_type_2
18,408,room_type_3
18,209,room_type_1
18,309,room_type_2
18,409,room_type_3
19,200,room_type_1
19,300,room_type_2
19,400,room_type_5
19,201,room_type_1
19,301,room_type_2
19,401,room_type_5
19,202,room_type_1
19,302,room_type_2
19,402,room_type_5
19,203,room_type_1
19,303,room_type_2
19,403,room_type_5
19,204,room_type_1
19,304,room_type_2
19,404,room_type_5
19,205,room_type_1
19,305,room_type_2
19,405,room_type_5
19,206,room_type_1
19,306,room_type_2
19,406,room_type_5
19,207,room_type_1
19,307,room_type_2
19,407,room_type_5
19,208,room_type_1
19,308,room_type_2
19,408,room_type_5
19,209,room_type_1
19,309,room_type_2
19,409,room_type_5
20,200,room_type_1
20,300,room_type_2
20,400,room_type_3
20,201,room_type_1
20,301,room_type_2
20,401,room_type_3
20,202,room_type_1
20,302,room_type_2
20,402,room_type_3
20,203,room_type_1
20,303,room_type_2
20,403,room_type_3
20,204,room_type_1
20,304,room_type_2
20,404,room_type_3
20,205,room_type_1
20,305,room_type_2
20,405,room_type_3
20,206,room_type_1
20,306,room_type_2
20,406,room_type_3
20,207,room_type_1
20,307,room_type_2
20,407,room_type_3
20,208,room_type_1
20,308,room_type_2
20,408,room_type_3
20,209,room_type_1
20,309,room_type_2
20,409,room_type_3
21,200,room_type_1
21,300,room_type_2
21,400,room_type_6
21,201,room_type_1
21,301,room_type_2
21,401,room_type_6
21,202,room_type_1
21,302,room_type_2
21,402,room_type_6
21,203,room_type_1
21,303,room_type_2
21,403,room_type_6
21,204,room_type_1
21,304,room_type_2
21,404,room_type_6
21,205,room_type_1
21,305,room_type_2
21,405,room_type_6
21,206,room_type_1
21,306,room_type_2
21,406,room_type_6
21,207,room_type_1
21,307,room_type_2
21,407,room_type_6
21,208,room_type_1
21,308,room_type_2
21,408,room_type_6
21,209,room_type_1
21,309,room_type_2
21,409,room_type_6
22,200,room_type_1
22,300,room_type_2
22,400,room_type_4
22,201,room_type_1
22,301,room_type_2
22,401,room_type_4
22,202,room_type_1
22,302,room_type_2
22,402,room_type_4
22,203,room_type_1
22,303,room_type_2
22,403,room_type_4
22,204,room_type_1
22,304,room_type_2
22,404,room_type_4
22,205,room_type_1
22,305,room_type_2
22,405,room_type_4
22,206,room_type_1
22,306,room_type_2
22,406,room_type_4
22,207,room_type_1
22,307,room_type_2
22,407,room_type_4
22,208,room_type_1
22,308,room_type_2
22,408,room_type_4
22,209,room_type_1
22,309,room_type_2
22,409,room_type_4
23,200,room_type_1
23,300,room_type_2
23,400,room_type_6
23,201,room_type_1
23,301,room_type_2
23,401,room_type_6
23,202,room_type_1
23,302,room_type_2
23,402,room_type_6
23,203,room_type_1
23,303,room_type_2
23,403,room_type_6
23,204,room_type_1
23,304,room_type_2
23,404,room_type_6
23,205,room_type_1
23,305,room_type_2
23,405,room_type_6
23,206,room_type_1
23,306,room_type_2
23,406,room_type_6
23,207,room_type_1
23,307,room_type_2
23,407,room_type_6
23,208,room_type_1
23,308,room_type_2
23,408,room_type_6
23,209,room_type_1
23,309,room_type_2
23,409,room_type_6
24,200,room_type_1
24,300,room_type_2
24,400,room_type_5
24,201,room_type_1
24,301,room_type_2
24,401,room_type_5
24,202,room_type_1
24,302,room_type_2
24,402,room_type_5
24,203,room_type_1
24,303,room_type_2
24,403,room_type_5
24,204,room_type_1
24,304,room_type_2
24,404,room_type_5
24,205,room_type_1
24,305,room_type_2
24,405,room_type_5
24,206,room_type_1
24,306,room_type_2
24,406,room_type_5
24,207,room_type_1
24,307,room_type_2
24,407,room_type_5
24,208,room_type_1
24,308,room_type_2
24,408,room_type_5
24,209,room_type_1
24,309,room_type_2
24,409,room_type_5
25,200,room_type_1
25,300,room_type_2
25,400,room_type_3
25,201,room_type_1
25,301,room_type_2
25,401,room_type_3
25,202,room_type_1
25,302,room_type_2
25,402,room_type_3
25,203,room_type_1
25,303,room_type_2
25,403,room_type_3
25,204,room_type_1
25,304,room_type_2
25,404,room_type_3
25,205,room_type_1
25,305,room_type_2
25,405,room_type_3
25,206,room_type_1
25,306,room_type_2
25,406,room_type_3
25,207,room_type_1
25,307,room_type_2
25,407,room_type_3
25,208,room_type_1
25,308,room_type_2
25,408,room_type_3
25,209,room_type_1
25,309,room_type_2
25,409,room_type_3
26,200,room_type_1
26,300,room_type_2
26,400,room_type_3
26,201,room_type_1
26,301,room_type_2
26,401,room_type_3
26,202,room_type_1
26,302,room_type_2
26,402,room_type_3
26,203,room_type_1
26,303,room_type_2
26,403,room_type_3
26,204,room_type_1
26,304,room_type_2
26,404,room_type_3
26,205,room_type_1
26,305,room_type_2
26,405,room_type_3
26,206,room_type_1
26,306,room_type_2
26,406,room_type_3
26,207,room_type_1
26,307,room_type_2
26,407,room_type_3
26,208,room_type_1
26,308,room_type_2
26,408,room_type_3
26,209,room_type_1
26,309,room_type_2
26,409,room_type_3
27,200,room_type_1
27,300,room_type_2
27,400,room_type_3
27,201,room_type_1
27,301,room_type_2
27,401,room_type_3
27,202,room_type_1
27,302,room_type_2
27,402,room_type_3
27,203,room_type_1
27,303,room_type_2
27,403,room_type_3
27,204,room_type_1
27,304,room_type_2
27,404,room_type_3
27,205,room_type_1
27,305,room_type_2
27,405,room_type_3
27,206,room_type_1
27,306,room_type_2
27,406,room_type_3
27,207,room_type_1
27,307,room_type_2
27,407,room_type_3
27,208,room_type_1
27,308,room_type_2
27,408,room_type_3
27,209,room_type_1
27,309,room_type_2
27,409,room_type_3
28,200,room_type_1
28,300,room_type_2
28,400,room_type_5
28,201,room_type_1
28,301,room_type_2
28,401,room_type_5
28,202,room_type_1
28,302,room_type_2
28,402,room_type_5
28,203,room_type_1
28,303,room_type_2
28,403,room_type_5
28,204,room_type_1
28,304,room_type_2
28,404,room_type_5
28,205,room_type_1
28,305,room_type_2
28,405,room_type_5
28,206,room_type_1
28,306,room_type_2
28,406,room_type_5
28,207,room_type_1
28,307,room_type_2
28,407,room_type_5
28,208,room_type_1
28,308,room_type_2
28,408,room_type_5
28,209,room_type_1
28,309,room_type_2
28,409,room_type_5
29,200,room_type_1
29,300,room_type_2
29,400,room_type_5
29,201,room_type_1
29,301,room_type_2
29,401,room_type_5
29,202,room_type_1
29,302,room_type_2
29,402,room_type_5
29,203,room_type_1
29,303,room_type_2
29,403,room_type_5
29,204,room_type_1
29,304,room_type_2
29,404,room_type_5
29,205,room_type_1
29,305,room_type_2
29,405,room_type_5
29,206,room_type_1
29,306,room_type_2
29,406,room_type_5
29,207,room_type_1
29,307,room_type_2
29,407,room_type_5
29,208,room_type_1
29,308,room_type_2
29,408,room_type_5
29,209,room_type_1
29,309,room_type_2
29,409,room_type_5
30,200,room_type_1
30,300,room_type_2
30,400,room_type_4
30,201,room_type_1
30,301,room_type_2
30,401,room_type_4
30,202,room_type_1
30,302,room_type_2
30,402,room_type_4
30,203,room_type_1
30,303,room_type_2
30,403,room_type_4
30,204,room_type_1
30,304,room_type_2
30,404,room_type_4
30,205,room_type_1
30,305,room_type_2
30,405,room_type_4
30,206,room_type_1
30,306,room_type_2
30,406,room_type_4
30,207,room_type_1
30,307,room_type_2
30,407,room_type_4
30,208,room_type_1
30,308,room_type_2
30,408,room_type_4
30,209,room_type_1
30,309,room_type_2
30,409,room_type_4
31,200,room_type_1
31,300,room_type_2
31,400,room_type_6
31,201,room_type_1
31,301,room_type_2
31,401,room_type_6
31,202,room_type_1
31,302,room_type_2
31,402,room_type_6
31,203,room_type_1
31,303,room_type_2
31,403,room_type_6
31,204,room_type_1
31,304,room_type_2
31,404,room_type_6
31,205,room_type_1
31,305,room_type_2
31,405,room_type_6
31,206,room_type_1
31,306,room_type_2
31,406,room_type_6
31,207,room_type_1
31,307,room_type_2
31,407,room_type_6
31,208,room_type_1
31,308,room_type_2
31,408,room_type_6
31,209,room_type_1
31,309,room_type_2
31,409,room_type_6
32,200,room_type_1
32,300,room_type_2
32,400,room_type_6
32,201,room_type_1
32,301,room_type_2
32,401,room_type_6
32,202,room_type_1
32,302,room_type_2
32,402,room_type_6
32,203,room_type_1
32,303,room_type_2
32,403,room_type_6
32,204,room_type_1
32,304,room_type_2
32,404,room_type_6
32,205,room_type_1
32,305,room_type_2
32,405,room_type_6
32,206,room_type_1
32,306,room_type_2
32,406,room_type_6
32,207,room_type_1
32,307,room_type_2
32,407,room_type_6
32,208,room_type_1
32,308,room_type_2
32,408,room_type_6
32,209,room_type_1
32,309,room_type_2
32,409,room_type_6
33,200,room_type_1
33,300,room_type_2
33,400,room_type_6
33,201,room_type_1
33,301,room_type_2
33,401,room_type_6
33,202,room_type_1
33,302,room_type_2
33,402,room_type_6
33,203,room_type_1
33,303,room_type_2
33,403,room_type_6
33,204,room_type_1
33,304,room_type_2
33,404,room_type_6
33,205,room_type_1
33,305,room_type_2
33,405,room_type_6
33,206,room_type_1
33,306,room_type_2
33,406,room_type_6
33,207,room_type_1
33,307,room_type_2
33,407,room_type_6
33,208,room_type_1
33,308,room_type_2
33,408,room_type_6
33,209,room_type_1
33,309,room_type_2
33,409,room_type_6
34,200,room_type_1
34,300,room_type_2
34,400,room_type_6
34,201,room_type_1
34,301,room_type_2
34,401,room_type_6
34,202,room_type_1
34,302,room_type_2
34,402,room_type_6
34,203,room_type_1
34,303,room_type_2
34,403,room_type_6
34,204,room_type_1
34,304,room_type_2
34,404,room_type_6
34,205,room_type_1
34,305,room_type_2
34,405,room_type_6
34,206,room_type_1
34,306,room_type_2
34,406,room_type_6
34,207,room_type_1
34,307,room_type_2
34,407,room_type_6
34,208,room_type_1
34,308,room_type_2
34,408,room_type_6
34,209,room_type_1
34,309,room_type_2
34,409,room_type_6
35,200,room_type_1
35,300,room_type_2
35,400,room_type_6
35,201,room_type_1
35,301,room_type_2
35,401,room_type_6
35,202,room_type_1
35,302,room_type_2
35,402,room_type_6
35,203,room_type_1
35,303,room_type_2
35,403,room_type_6
35,204,room_type_1
35,304,room_type_2
35,404,room_type_6
35,205,room_type_1
35,305,room_type_2
35,405,room_type_6
35,206,room_type_1
35,306,room_type_2
35,406,room_type_6
35,207,room_type_1
35,307,room_type_2
35,407,room_type_6
35,208,room_type_1
35,308,room_type_2
35,408,room_type_6
35,209,room_type_1
35,309,room_type_2
35,409,room_type_6
36,200,room_type_1
36,300,room_type_2
36,400,room_type_5
36,201,room_type_1
36,301,room_type_2
36,401,room_type_5
36,202,room_type_1
36,302,room_type_2
36,402,room_type_5
36,203,room_type_1
36,303,room_type_2
36,403,room_type_5
36,204,room_type_1
36,304,room_type_2
36,404,room_type_5
36,205,room_type_1
36,305,room_type_2
36,405,room_type_5
36,206,room_type_1
36,306,room_type_2
36,406,room_type_5
36,207,room_type_1
36,307,room_type_2
36,407,room_type_5
36,208,room_type_1
36,308,room_type_2
36,408,room_type_5
36,209,room_type_1
36,309,room_type_2
36,409,room_type_5
37,200,room_type_1
37,300,room_type_2
37,400,room_type_3
37,201,room_type_1
37,301,room_type_2
37,401,room_type_3
37,202,room_type_1
37,302,room_type_2
37,402,room_type_3
37,203,room_type_1
37,303,room_type_2
37,403,room_type_3
37,204,room_type_1
37,304,room_type_2
37,404,room_type_3
37,205,room_type_1
37,305,room_type_2
37,405,room_type_3
37,206,room_type_1
37,306,room_type_2
37,406,room_type_3
37,207,room_type_1
37,307,room_type_2
37,407,room_type_3
37,208,room_type_1
37,308,room_type_2
37,408,room_type_3
37,209,room_type_1
37,309,room_type_2
37,409,room_type_3
38,200,room_type_1
38,300,room_type_2
38,400,room_type_3
38,201,room_type_1
38,301,room_type_2
38,401,room_type_3
38,202,room_type_1
38,302,room_type_2
38,402,room_type_3
38,203,room_type_1
38,303,room_type_2
38,403,room_type_3
38,204,room_type_1
38,304,room_type_2
38,404,room_type_3
38,205,room_type_1
38,305,room_type_2
38,405,room_type_3
38,206,room_type_1
38,306,room_type_2
38,406,room_type_3
38,207,room_type_1
38,307,room_type_2
38,407,room_type_3
38,208,room_type_1
38,308,room_type_2
38,408,room_type_3
38,209,room_type_1
38,309,room_type_2
38,409,room_type_3
39,200,room_type_1
39,300,room_type_2
39,400,room_type_3
39,201,room_type_1
39,301,room_type_2
39,401,room_type_3
39,202,room_type_1
39,302,room_type_2
39,402,room_type_3
39,203,room_type_1
39,303,room_type_2
39,403,room_type_3
39,204,room_type_1
39,304,room_type_2
39,404,room_type_3
39,205,room_type_1
39,305,room_type_2
39,405,room_type_3
39,206,room_type_1
39,306,room_type_2
39,406,room_type_3
39,207,room_type_1
39,307,room_type_2
39,407,room_type_3
39,208,room_type_1
39,308,room_type_2
39,408,room_type_3
39,209,room_type_1
39,309,room_type_2
39,409,room_type_3
40,200,room_type_1
40,300,room_type_2
40,400,room_type_4
40,201,room_type_1
40,301,room_type_2
40,401,room_type_4
40,202,room_type_1
40,302,room_type_2
40,402,room_type_4
40,203,room_type_1
40,303,room_type_2
40,403,room_type_4
40,204,room_type_1
40,304,room_type_2
40,404,room_type_4
40,205,room_type_1
40,305,room_type_2
40,405,room_type_4
40,206,room_type_1
40,306,room_type_2
40,406,room_type_4
40,207,room_type_1
40,307,room_type_2
40,407,room_type_4
40,208,room_type_1
40,308,room_type_2
40,408,room_type_4
40,209,room_type_1
40,309,room_type_2
40,409,room_type_4
41,200,room_type_1
41,300,room_type_2
41,400,room_type_4
41,201,room_type_1
41,301,room_type_2
41,401,room_type_4
41,202,room_type_1
41,302,room_type_2
41,402,room_type_4
41,203,room_type_1
41,303,room_type_2
41,403,room_type_4
41,204,room_type_1
41,304,room_type_2
41,404,room_type_4
41,205,room_type_1
41,305,room_type_2
41,405,room_type_4
41,206,room_type_1
41,306,room_type_2
41,406,room_type_4
41,207,room_type_1
41,307,room_type_2
41,407,room_type_4
41,208,room_type_1
41,308,room_type_2
41,408,room_type_4
41,209,room_type_1
41,309,room_type_2
41,409,room_type_4
42,200,room_type_1
42,300,room_type_2
42,400,room_type_6
42,201,room_type_1
42,301,room_type_2
42,401,room_type_6
42,202,room_type_1
42,302,room_type_2
42,402,room_type_6
42,203,room_type_1
42,303,room_type_2
42,403,room_type_6
42,204,room_type_1
42,304,room_type_2
42,404,room_type_6
42,205,room_type_1
42,305,room_type_2
42,405,room_type_6
42,206,room_type_1
42,306,room_type_2
42,406,room_type_6
42,207,room_type_1
42,307,room_type_2
42,407,room_type_6
42,208,room_type_1
42,308,room_type_2
42,408,room_type_6
42,209,room_type_1
42,309,room_type_2
42,409,room_type_6
43,200,room_type_1
43,300,room_type_2
43,400,room_type_6
43,201,room_type_1
43,301,room_type_2
43,401,room_type_6
43,202,room_type_1
43,302,room_type_2
43,402,room_type_6
43,203,room_type_1
43,303,room_type_2
43,403,room_type_6
43,204,room_type_1
43,304,room_type_2
43,404,room_type_6
43,205,room_type_1
43,305,room_type_2
43,405,room_type_6
43,206,room_type_1
43,306,room_type_2
43,406,room_type_6
43,207,room_type_1
43,307,room_type_2
43,407,room_type_6
43,208,room_type_1
43,308,room_type_2
43,408,room_type_6
43,209,room_type_1
43,309,room_type_2
43,409,room_type_6
44,200,room_type_1
44,300,room_type_2
44,400,room_type_3
44,201,room_type_1
44,301,room_type_2
44,401,room_type_3
44,202,room_type_1
44,302,room_type_2
44,402,room_type_3
44,203,room_type_1
44,303,room_type_2
44,403,room_type_3
44,204,room_type_1
44,304,room_type_2
44,404,room_type_3
44,205,room_type_1
44,305,room_type_2
44,405,room_type_3
44,206,room_type_1
44,306,room_type_2
44,406,room_type_3
44,207,room_type_1
44,307,room_type_2
44,407,room_type_3
44,208,room_type_1
44,308,room_type_2
44,408,room_type_3
44,209,room_type_1
44,309,room_type_2
44,409,room_type_3
45,200,room_type_1
45,300,room_type_2
45,400,room_type_6
45,201,room_type_1
45,301,room_type_2
45,401,room_type_6
45,202,room_type_1
45,302,room_type_2
45,402,room_type_6
45,203,room_type_1
45,303,room_type_2
45,403,room_type_6
45,204,room_type_1
45,304,room_type_2
45,404,room_type_6
45,205,room_type_1
45,305,room_type_2
45,405,room_type_6
45,206,room_type_1
45,306,room_type_2
45,406,room_type_6
45,207,room_type_1
45,307,room_type_2
45,407,room_type_6
45,208,room_type_1
45,308,room_type_2
45,408,room_type_6
45,209,room_type_1
45,309,room_type_2
45,409,room_type_6
46,200,room_type_1
46,300,room_type_2
46,400,room_type_3
46,201,room_type_1
46,301,room_type_2
46,401,room_type_3
46,202,room_type_1
46,302,room_type_2
46,402,room_type_3
46,203,room_type_1
46,303,room_type_2
46,403,room_type_3
46,204,room_type_1
46,304,room_type_2
46,404,room_type_3
46,205,room_type_1
46,305,room_type_2
46,405,room_type_3
46,206,room_type_1
46,306,room_type_2
46,406,room_type_3
46,207,room_type_1
46,307,room_type_2
46,407,room_type_3
46,208,room_type_1
46,308,room_type_2
46,408,room_type_3
46,209,room_type_1
46,309,room_type_2
46,409,room_type_3
47,200,room_type_1
47,300,room_type_2
47,400,room_type_3
47,201,room_type_1
47,301,room_type_2
47,401,room_type_3
47,202,room_type_1
47,302,room_type_2
47,402,room_type_3
47,203,room_type_1
47,303,room_type_2
47,403,room_type_3
47,204,room_type_1
47,304,room_type_2
47,404,room_type_3
47,205,room_type_1
